Track Name,Artists,Spotify URL
Iris,The Goo Goo Dolls,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
No. 1 Party Anthem,Arctic Monkeys,https://open.spotify.com/track/5TTGoX70AFrTvuEtqHK37S
I Wanna Be Yours,Arctic Monkeys,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n
Creep,Radiohead,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r
In the End,Linkin Park,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
Every Breath You Take,The Police,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
Sweater Weather,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
