Track Name,Artists,Spotify URL
Do I Wanna Know?,Arctic Monkeys,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst
Counting Stars,OneRepublic,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
Iris,The Goo Goo Dolls,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
No. 1 Party Anthem,Arctic Monkeys,https://open.spotify.com/track/5TTGoX70AFrTvuEtqHK37S
Sweater Weather,The Neighbourhood,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
I Wanna Be Yours,Arctic Monkeys,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n
Every Breath You Take,The Police,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
